Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Mileage,Engine,Power,Seats
Hyundai City,2009,1.7,8.86,56178,LPG,Individual,Automatic,Third,16.1,1498,182.8,4
Renault XUV300,2017,4.21,15.5,84942,Diesel,Dealer,Manual,Second,17.4,1498,87.0,6
Hyundai Swift,2009,2.26,13.76,133104,Petrol,Individual,Automatic,First,24.2,2179,124.3,8
Hyundai Nexon,2019,7.53,16.9,69591,Petrol,Individual,Manual,First,15.7,799,80.7,7
Hyundai Nexon,2016,2.28,10.69,85290,Diesel,Individual,Manual,Second,20.6,1598,190.0,8
Maruti Innova,2009,1.68,8.33,65108,Diesel,Individual,Automatic,First,24.5,1396,150.5,6
Maruti i20,2006,2.71,22.67,82557,Diesel,Individual,Automatic,First,12.2,2179,106.6,6
Maruti Kwid,2021,14.45,18.55,14885,Diesel,Individual,Manual,First,22.5,1396,90.3,5
Ford Innova,2010,3.49,19.03,38095,Diesel,Individual,Manual,Second,14.9,2184,83.5,5
Maruti i20,2019,8.84,13.95,23980,Diesel,Dealer,Automatic,First,20.2,799,80.7,7
Maruti Polo,2010,1.91,9.18,132550,Diesel,Individual,Manual,First,13.0,799,199.0,5
Nissan Nexon,2014,1.66,7.31,73069,Petrol,Individual,Manual,First,26.2,2179,103.1,5
Hyundai Innova,2019,6.16,11.98,48734,Diesel,Individual,Manual,First,18.0,2179,169.3,5
Maruti Nexon,2007,1.55,7.92,147524,Petrol,Individual,Automatic,First,25.4,2993,98.7,5
Maruti XUV300,2009,1.52,14.08,99805,Petrol,Dealer,Manual,First,16.3,2184,170.2,5
Maruti City,2018,0.72,4.36,134959,Petrol,Individual,Manual,Second,17.6,1197,133.7,5
Maruti i20,2014,3.06,18.88,125659,Diesel,Individual,Automatic,Second,23.7,1396,74.7,5
Maruti Innova,2009,1.66,19.93,117458,Electric,Individual,Manual,First,20.5,2179,171.3,5
Hyundai Polo,2020,7.1,16.13,41062,Petrol,Individual,Manual,Third,17.5,799,152.8,6
Mahindra EcoSport,2007,4.48,21.2,30177,Diesel,Dealer,Manual,First,17.0,2184,137.2,6
Maruti Nexon,2007,1.13,10.68,70133,Petrol,Individual,Automatic,First,16.8,1197,79.2,5
Maruti Magnite,2021,2.65,6.49,114247,Diesel,Individual,Manual,First,12.3,1197,171.1,5
Honda Nexon,2005,2.29,16.32,122959,Petrol,Individual,Manual,First,18.2,1199,158.7,5
Toyota Nexon,2005,1.44,16.6,73083,Petrol,Individual,Manual,Third,17.5,2179,158.8,5
Honda Magnite,2007,0.5,7.55,89360,Petrol,Individual,Manual,First,27.8,1598,151.2,4
Maruti City,2021,10.39,19.4,74676,Petrol,Dealer,Automatic,First,15.1,1498,131.7,5
Maruti City,2017,2.08,4.17,52276,Petrol,Individual,Manual,First,16.1,2993,164.3,6
Maruti i20,2009,1.75,18.42,103524,Petrol,Dealer,Manual,Second,27.6,1197,158.9,7
Honda City,2012,2.31,13.39,136382,Diesel,Individual,Automatic,Second,19.6,998,104.8,5
Ford Swift,2013,0.97,8.27,37996,Diesel,Individual,Manual,Second,19.0,1199,151.4,5
Nissan XUV300,2006,1.7,9.36,106449,CNG,Individual,Manual,First,17.5,2184,176.7,4
Toyota Swift,2006,0.5,3.88,124744,Diesel,Individual,Manual,First,25.8,1498,194.4,5
Mahindra i20,2010,1.5,11.31,115452,Diesel,Individual,Manual,First,26.7,1997,186.0,7
Hyundai Innova,2006,1.17,15.81,91491,Petrol,Individual,Manual,First,15.3,799,108.9,7
Honda XUV300,2012,1.44,7.57,23440,Petrol,Dealer,Manual,Second,12.4,1997,148.2,4
Renault i20,2006,0.54,10.84,142045,Electric,Dealer,Manual,Second,21.8,1199,115.8,5
Maruti EcoSport,2007,0.5,4.28,102185,CNG,Individual,Manual,Second,13.0,2179,54.8,5
Maruti XUV300,2014,5.84,18.78,22171,CNG,Individual,Automatic,First,19.6,1199,147.4,5
Mahindra i20,2012,1.54,19.47,98173,Petrol,Individual,Automatic,Third,21.5,799,66.6,5
Toyota City,2018,2.78,13.12,138507,Diesel,Dealer,Manual,Third,21.9,2993,187.0,5
Honda City,2020,11.04,16.37,7752,Diesel,Individual,Manual,First,22.2,1197,184.8,5
Maruti City,2012,3.09,23.15,83340,CNG,Individual,Manual,Second,22.0,1997,125.6,5
Maruti Magnite,2017,5.41,22.08,120492,Electric,Dealer,Automatic,First,23.7,1598,91.0,5
Honda Kwid,2010,1.73,13.33,124652,Petrol,Dealer,Automatic,First,14.1,2184,128.8,7
Honda EcoSport,2005,1.09,10.31,84770,Petrol,Individual,Manual,First,24.9,1396,166.8,4
Mahindra Swift,2012,0.9,7.17,78210,Petrol,Individual,Automatic,Fourth & Above,16.0,2993,178.6,7
Hyundai City,2013,1.6,6.92,31974,Electric,Dealer,Manual,Second,22.4,799,67.8,5
Hyundai Swift,2006,2.37,14.69,34114,LPG,Individual,Manual,Fourth & Above,23.8,1199,170.9,8
Renault XUV300,2020,11.84,18.39,35185,Diesel,Dealer,Automatic,First,21.7,1197,117.7,5
Volkswagen Nexon,2010,2.48,22.52,123158,Petrol,Dealer,Manual,First,25.1,1396,79.0,5
Renault Kwid,2011,0.95,13.3,98651,Petrol,Dealer,Manual,First,24.2,1997,79.8,7
Maruti Magnite,2009,1.4,17.72,123818,LPG,Dealer,Manual,First,18.9,799,106.8,4
Ford Magnite,2005,1.2,6.53,34431,Diesel,Dealer,Manual,First,14.6,1498,162.5,5
Hyundai Kwid,2012,0.5,6.27,127879,Petrol,Dealer,Manual,Second,16.8,2184,106.0,6
Mahindra EcoSport,2020,4.56,16.98,146964,Petrol,Individual,Automatic,Fourth & Above,22.1,2184,82.2,4
Hyundai Kwid,2017,5.17,10.7,39288,Diesel,Individual,Automatic,First,24.0,2179,72.9,5
Volkswagen Nexon,2020,2.42,5.78,78635,Petrol,Dealer,Manual,Second,22.4,1498,190.9,4
Hyundai Polo,2008,2.86,12.38,41760,Petrol,Individual,Manual,Second,23.7,2993,81.7,5
Maruti Polo,2010,0.5,3.54,144494,Diesel,Dealer,Manual,Second,26.9,1997,174.3,6
Maruti Polo,2013,1.94,20.29,112549,Diesel,Individual,Manual,Third,27.7,1396,53.0,6
Mahindra Polo,2010,0.7,3.57,56356,Petrol,Individual,Manual,Third,27.0,2184,60.7,5
Renault City,2020,8.37,16.42,80253,Diesel,Dealer,Automatic,First,22.5,799,134.6,7
Maruti Magnite,2012,4.27,24.88,90031,Diesel,Individual,Manual,First,25.9,2993,65.0,5
Nissan Polo,2015,2.96,22.83,139883,Diesel,Dealer,Manual,Second,26.5,1396,63.8,5
Volkswagen Polo,2012,1.12,9.55,131545,Petrol,Dealer,Manual,First,12.5,1199,138.1,5
Renault Magnite,2019,6.3,18.41,104009,Diesel,Dealer,Manual,First,19.1,2184,176.5,5
Mahindra Magnite,2010,0.79,3.38,65447,Petrol,Dealer,Automatic,First,16.1,1199,191.8,4
Hyundai Polo,2009,2.96,15.33,78159,Petrol,Dealer,Automatic,First,27.5,1598,60.7,5
Maruti Nexon,2015,3.02,24.04,136527,Petrol,Individual,Manual,Second,21.7,1197,147.9,5
Maruti i20,2012,0.5,10.8,148960,LPG,Dealer,Automatic,First,23.3,1498,72.1,8
Hyundai Nexon,2018,4.45,18.63,141987,Petrol,Individual,Manual,First,14.6,1598,104.7,6
Maruti i20,2009,2.61,24.7,100373,Petrol,Dealer,Automatic,Second,16.7,2993,76.6,6
Mahindra XUV300,2019,3.65,16.12,120423,Diesel,Individual,Manual,Second,25.8,1997,103.5,8
Hyundai Innova,2016,7.86,21.7,24676,LPG,Dealer,Manual,First,17.9,1598,134.0,8
Ford Magnite,2011,2.21,12.01,8678,CNG,Individual,Manual,Second,20.0,2179,124.2,5
Hyundai Swift,2009,5.97,22.69,30850,Petrol,Individual,Automatic,Second,16.4,998,85.3,5
Tata i20,2017,0.56,3.74,62822,CNG,Dealer,Manual,First,26.7,2179,73.2,4
Renault Polo,2009,2.39,9.92,8268,Petrol,Dealer,Manual,First,15.0,2184,135.0,5
Mahindra EcoSport,2019,4.58,15.4,146069,Petrol,Individual,Automatic,First,27.9,1997,88.3,5
Honda Magnite,2013,0.5,8.95,105614,Diesel,Individual,Manual,Third,18.2,1498,116.6,5
Hyundai Polo,2018,6.58,15.26,30319,Petrol,Dealer,Automatic,Second,19.5,2184,153.0,6
Nissan City,2019,2.59,8.72,109280,Petrol,Individual,Automatic,Third,16.4,1498,92.5,5
Toyota i20,2013,4.2,17.69,69792,Diesel,Dealer,Automatic,First,27.3,1498,162.8,5
Toyota City,2010,1.81,20.39,149844,Petrol,Individual,Manual,First,12.3,1498,51.5,7
Maruti Innova,2019,3.9,9.41,54769,LPG,Individual,Manual,First,24.2,2993,193.9,5
Hyundai i20,2010,1.54,14.88,141772,Petrol,Individual,Manual,First,24.5,1598,199.1,5
Hyundai EcoSport,2016,4.07,23.29,127441,Petrol,Dealer,Automatic,Second,15.2,1197,180.5,5
Honda EcoSport,2017,4.75,11.96,22173,Diesel,Dealer,Manual,First,27.7,1997,112.2,5
Ford Nexon,2007,0.85,18.36,93121,Petrol,Individual,Manual,Third,24.3,799,79.9,5
Ford City,2015,1.41,8.53,55772,Diesel,Individual,Manual,First,26.4,1598,197.5,5
Tata Magnite,2015,4.13,19.14,85984,Electric,Individual,Automatic,First,16.1,799,59.8,5
Honda XUV300,2021,1.74,8.0,136692,Diesel,Individual,Manual,First,25.2,799,95.3,5
Maruti Magnite,2018,1.98,4.15,33484,Diesel,Dealer,Manual,First,22.9,1997,104.5,5
Hyundai Swift,2013,1.89,17.31,34476,Petrol,Individual,Manual,Fourth & Above,17.7,1199,133.0,5
Maruti City,2014,1.26,5.34,14042,Diesel,Dealer,Manual,First,23.9,1598,195.4,4
Tata XUV300,2018,8.63,20.61,27132,Petrol,Dealer,Manual,Second,15.7,1396,50.9,6
Maruti Nexon,2014,1.5,10.41,142702,Petrol,Dealer,Automatic,First,23.5,998,93.5,4
Maruti Polo,2014,2.54,10.85,82948,Petrol,Individual,Automatic,First,14.0,2184,127.5,6
Toyota XUV300,2010,4.67,22.31,27857,Diesel,Dealer,Manual,First,23.1,1396,171.5,5
Maruti Magnite,2020,2.47,5.47,89647,Petrol,Dealer,Manual,First,15.8,998,51.8,5
Tata Nexon,2018,6.95,21.05,33647,Diesel,Individual,Manual,Third,22.4,2184,132.8,5
Renault Innova,2020,4.49,9.66,21003,Diesel,Individual,Manual,Second,13.4,1199,118.1,7
Hyundai Nexon,2007,0.5,11.27,59376,Petrol,Dealer,Automatic,First,26.2,1199,59.8,5
Honda Swift,2010,1.82,14.05,119559,Diesel,Individual,Manual,Second,17.5,2184,130.5,5
Mahindra XUV300,2019,2.1,9.17,123602,CNG,Individual,Automatic,First,13.0,1197,194.9,5
Maruti Kwid,2014,0.69,14.34,143944,Diesel,Individual,Manual,Third,21.5,1197,181.7,6
Maruti EcoSport,2015,3.43,12.76,60337,Petrol,Individual,Automatic,First,16.5,2993,167.7,5
Maruti Nexon,2011,5.97,24.11,17299,Petrol,Individual,Manual,First,20.8,1997,100.5,5
Hyundai City,2013,1.48,13.38,121774,Petrol,Individual,Manual,Second,20.3,1598,92.0,6
Hyundai EcoSport,2013,1.6,11.55,61754,Petrol,Dealer,Manual,First,25.7,1396,80.4,6
Hyundai Nexon,2020,3.11,17.02,133814,Petrol,Dealer,Manual,Third,12.1,799,180.6,5
Volkswagen Nexon,2017,6.29,24.75,58907,Petrol,Dealer,Manual,Third,21.9,2179,54.0,5
Volkswagen City,2021,7.06,22.7,114830,CNG,Dealer,Manual,First,17.6,1396,187.6,5
Maruti Nexon,2009,2.81,21.28,82848,Petrol,Individual,Automatic,Second,13.3,1396,92.5,4
Hyundai Nexon,2018,4.18,15.34,93448,Diesel,Individual,Manual,Third,12.7,2184,181.6,5
Tata Kwid,2017,3.44,7.83,69065,Petrol,Dealer,Manual,First,27.1,2993,192.3,5
Renault Innova,2019,3.28,8.82,69194,Petrol,Individual,Manual,First,27.3,799,157.8,6
Renault EcoSport,2009,1.22,8.72,136098,CNG,Individual,Manual,First,14.1,1197,120.3,6
Tata Nexon,2016,2.11,13.81,117238,Petrol,Individual,Manual,Second,17.7,799,68.6,5
Renault Magnite,2008,0.5,3.53,16226,Diesel,Individual,Automatic,First,12.4,799,51.7,5
Maruti Innova,2009,3.62,18.96,47089,Petrol,Dealer,Manual,Second,16.7,2179,98.2,5
Honda i20,2010,3.85,18.2,21360,Petrol,Individual,Manual,First,18.8,799,170.7,5
Maruti Nexon,2016,0.5,3.87,132953,Diesel,Individual,Manual,Fourth & Above,24.1,799,106.5,5
Ford EcoSport,2009,1.98,16.72,95123,Diesel,Individual,Manual,First,20.4,1199,73.5,5
Maruti Swift,2005,4.1,15.48,24854,Petrol,Individual,Manual,First,17.8,998,120.5,8
Maruti Polo,2010,0.5,10.24,134548,Petrol,Dealer,Manual,Second,24.3,2184,111.2,4
Maruti Swift,2008,2.46,23.81,131956,Diesel,Individual,Automatic,First,21.0,2993,185.0,5
Honda EcoSport,2007,1.79,13.07,85699,Diesel,Dealer,Automatic,Third,21.2,1598,168.6,5
Renault Polo,2014,0.61,4.53,73514,Petrol,Dealer,Manual,First,14.3,2993,62.1,4
Ford XUV300,2016,7.95,23.66,67678,Diesel,Individual,Automatic,First,22.7,1598,145.5,5
Honda XUV300,2020,3.26,6.82,61221,Diesel,Dealer,Manual,Second,27.0,2179,62.3,5
Ford Polo,2020,5.86,12.83,50924,Petrol,Individual,Automatic,Second,27.8,998,146.7,7
Honda XUV300,2020,5.67,20.98,112600,Electric,Individual,Automatic,Second,15.0,1396,108.6,7
Hyundai City,2007,1.48,18.34,132617,Petrol,Individual,Automatic,First,13.6,1598,193.0,5
Honda Magnite,2020,14.93,24.37,36785,Petrol,Individual,Manual,First,14.7,998,112.1,6
Maruti Swift,2012,1.81,22.84,65306,CNG,Individual,Manual,Third,14.2,799,156.8,5
Nissan City,2014,1.01,3.58,13820,Diesel,Dealer,Manual,First,16.9,1396,50.1,5
Hyundai Nexon,2012,3.09,13.94,40107,Diesel,Individual,Manual,First,16.1,2993,53.1,5
Renault Kwid,2015,4.17,24.85,135037,Petrol,Individual,Manual,First,21.7,1197,146.4,5
Hyundai i20,2013,0.58,12.35,112752,Petrol,Individual,Manual,First,19.0,1199,97.8,5
Honda XUV300,2013,1.41,13.12,83946,Petrol,Individual,Manual,Second,17.4,2179,68.4,5
Maruti Polo,2017,5.69,24.16,87675,Petrol,Individual,Manual,Second,18.1,2179,171.6,5
Maruti i20,2010,2.02,7.43,32623,CNG,Individual,Manual,First,18.1,1396,86.2,5
Maruti Kwid,2005,2.14,22.48,146020,Petrol,Individual,Manual,First,21.3,2184,146.1,5
Maruti City,2005,2.25,16.98,59911,Petrol,Dealer,Manual,First,16.4,2184,71.4,7
Maruti Magnite,2020,2.31,5.44,39842,Petrol,Individual,Manual,Second,13.2,2993,198.3,5
Tata Polo,2005,3.1,17.13,28707,LPG,Individual,Manual,Second,13.4,1598,66.3,5
Nissan Innova,2011,2.15,21.07,129651,Diesel,Individual,Automatic,First,17.0,1498,111.1,7
Volkswagen City,2017,3.09,17.38,116836,Petrol,Dealer,Manual,Second,16.2,1997,192.1,4
Honda EcoSport,2016,2.41,7.33,42358,Petrol,Dealer,Manual,Second,18.2,1598,133.0,5
Ford Polo,2016,3.26,12.77,131887,Petrol,Individual,Manual,First,20.2,1396,62.7,5
Hyundai Innova,2010,1.38,10.48,8659,Petrol,Individual,Manual,Third,22.7,2184,199.2,5
Maruti XUV300,2010,0.81,5.28,55209,Petrol,Individual,Automatic,First,19.6,2993,120.0,6
Volkswagen XUV300,2009,2.51,21.75,137794,LPG,Individual,Manual,First,16.6,2184,113.6,5
Maruti Magnite,2019,4.17,6.44,9462,LPG,Individual,Manual,First,28.0,2993,194.6,4
Toyota City,2010,1.14,3.97,124401,Diesel,Dealer,Manual,First,17.6,2184,188.0,6
Hyundai i20,2017,4.18,19.83,109749,Petrol,Individual,Manual,First,15.4,1396,135.6,5
Maruti EcoSport,2019,4.27,13.91,62760,Diesel,Individual,Manual,Fourth & Above,12.1,1197,142.6,7
Maruti XUV300,2005,1.78,18.6,130114,Diesel,Dealer,Automatic,Fourth & Above,14.9,2184,133.5,7
Maruti Magnite,2012,2.79,17.83,71686,Diesel,Dealer,Manual,First,26.7,1498,174.0,5
Maruti i20,2021,3.76,10.66,45975,Diesel,Dealer,Manual,Third,12.6,1197,150.6,5
Toyota Swift,2011,2.16,15.75,147900,Petrol,Individual,Manual,First,25.2,1598,179.9,5
Hyundai Magnite,2009,0.66,10.51,131069,Diesel,Dealer,Manual,Second,24.9,2184,145.5,5
Ford Innova,2011,3.86,18.3,16739,Diesel,Individual,Manual,First,25.6,1197,50.4,5
Renault Innova,2010,2.71,14.65,67904,Petrol,Individual,Manual,First,24.0,1199,184.1,5
Hyundai Polo,2021,6.54,11.62,64081,Diesel,Individual,Automatic,First,25.5,1396,191.5,4
Hyundai i20,2017,7.0,21.28,49188,Diesel,Dealer,Manual,Second,25.0,1598,130.2,5
Maruti Innova,2010,1.41,15.36,121042,LPG,Individual,Automatic,First,24.3,1199,129.6,5
Honda XUV300,2016,3.02,13.06,91501,Petrol,Individual,Manual,First,17.2,2179,92.8,5
Tata Innova,2019,14.98,24.64,16981,Petrol,Individual,Manual,First,25.5,1396,166.8,5
Maruti City,2009,1.4,6.44,96693,Diesel,Individual,Automatic,First,12.1,2179,199.8,5
Maruti XUV300,2020,5.37,16.95,109977,Petrol,Individual,Manual,First,14.9,1199,106.4,5
Honda EcoSport,2017,3.07,13.61,133268,Diesel,Individual,Manual,First,19.0,1197,177.4,6
Mahindra City,2019,6.77,13.03,52791,Diesel,Individual,Manual,First,22.1,1199,108.3,5
Maruti Innova,2011,2.78,18.92,20372,Petrol,Individual,Manual,Second,18.0,1197,188.5,7
Maruti Swift,2009,1.49,3.37,12232,Diesel,Individual,Manual,First,15.1,2184,167.0,7
Nissan Polo,2013,2.86,21.85,67244,Petrol,Individual,Manual,First,24.2,1199,136.6,5
Hyundai Polo,2017,2.75,4.78,64040,Petrol,Individual,Manual,Second,12.0,998,55.1,5
Toyota Polo,2019,4.08,17.93,137309,Petrol,Individual,Manual,First,22.0,2993,152.3,5
Maruti Nexon,2008,0.64,11.18,111889,Diesel,Dealer,Manual,Second,18.2,2184,166.9,5
Maruti XUV300,2016,2.03,5.98,123400,Diesel,Dealer,Manual,First,20.8,1997,128.2,4
Maruti EcoSport,2014,1.63,7.83,10639,Petrol,Dealer,Automatic,First,12.7,2184,147.3,7
Tata XUV300,2007,1.15,6.23,65787,Diesel,Individual,Automatic,First,19.0,2184,106.9,6
Maruti EcoSport,2010,6.46,22.62,6403,Petrol,Individual,Automatic,First,16.8,998,128.8,8
Hyundai Kwid,2009,2.04,11.77,45482,Petrol,Individual,Manual,First,20.7,2184,141.9,5
Nissan EcoSport,2020,5.03,15.37,120702,Petrol,Individual,Automatic,First,22.3,1498,103.8,5
Hyundai Swift,2019,1.48,4.63,114264,Diesel,Individual,Automatic,First,12.3,1197,172.4,5
Honda Polo,2018,2.79,12.42,121048,Diesel,Individual,Automatic,First,16.3,1396,98.4,5
Nissan i20,2021,4.08,6.67,26902,Petrol,Individual,Automatic,Second,15.6,1199,131.6,5
Maruti i20,2009,6.17,23.13,23564,Petrol,Dealer,Manual,First,15.0,1997,177.5,8
Toyota Magnite,2015,1.08,4.57,82478,Diesel,Individual,Automatic,Second,25.9,2184,122.1,5
Ford i20,2008,2.64,16.61,63928,Diesel,Individual,Manual,Second,27.0,998,117.1,5
Hyundai Swift,2007,1.46,6.97,26444,CNG,Individual,Manual,First,18.2,1498,99.2,5
Toyota Magnite,2016,4.62,15.67,7256,Petrol,Individual,Manual,Second,12.9,1997,134.9,6
Nissan EcoSport,2019,0.73,3.24,61733,Petrol,Individual,Manual,Second,12.6,1197,69.2,7
Hyundai XUV300,2006,0.5,3.92,71090,Petrol,Individual,Automatic,First,22.1,1997,134.2,5
Ford i20,2014,2.9,10.5,14029,Diesel,Individual,Automatic,Second,14.3,2993,64.2,5
Hyundai EcoSport,2016,3.88,13.71,54953,Petrol,Individual,Manual,First,18.7,2993,184.3,5
Honda Magnite,2013,0.5,6.63,108197,Diesel,Individual,Manual,Second,21.2,1396,96.2,6
Maruti Innova,2018,6.82,23.24,80450,Petrol,Individual,Manual,Second,13.9,1197,126.1,7
Maruti i20,2016,3.46,9.81,40702,Petrol,Individual,Manual,Second,16.1,1199,179.1,5
Maruti Kwid,2013,0.5,12.0,99365,Petrol,Individual,Automatic,Third,15.8,1997,51.4,6
Hyundai XUV300,2019,2.34,7.58,99845,Petrol,Individual,Manual,Second,24.8,2179,134.6,5
Maruti EcoSport,2012,1.37,11.0,149097,Diesel,Individual,Automatic,First,18.2,1498,177.5,5
Maruti Nexon,2010,1.55,10.17,26603,Petrol,Dealer,Manual,Second,25.4,2184,94.7,5
Maruti Swift,2015,2.16,9.17,128262,Diesel,Dealer,Manual,First,12.4,1598,113.5,6
Toyota i20,2019,7.75,10.46,5010,Diesel,Individual,Automatic,First,16.8,1396,115.2,5
Toyota Magnite,2011,4.35,17.15,20224,Petrol,Individual,Manual,First,13.7,998,109.5,5
Hyundai i20,2007,1.98,10.13,50876,Petrol,Dealer,Manual,First,19.2,1396,117.2,8
Maruti XUV300,2007,3.4,19.43,43830,Diesel,Dealer,Manual,Second,26.8,1997,156.4,8
Nissan Polo,2005,0.76,5.62,128528,Diesel,Dealer,Manual,First,12.6,1396,63.2,5
Hyundai XUV300,2006,0.67,10.69,115275,LPG,Dealer,Automatic,First,16.6,2184,180.7,5
Hyundai Innova,2013,1.02,4.05,84086,Diesel,Individual,Manual,Second,27.5,998,105.5,5
Hyundai EcoSport,2012,0.5,4.03,17744,CNG,Individual,Manual,First,26.4,1396,152.9,5
Maruti Polo,2010,3.17,23.72,126793,Diesel,Dealer,Manual,First,17.3,1199,138.8,5
Hyundai XUV300,2020,6.06,11.38,47241,Petrol,Dealer,Manual,Second,17.2,1498,140.4,4
Maruti Polo,2021,15.09,23.06,31354,Petrol,Individual,Manual,First,12.5,1598,168.5,5
Renault Swift,2013,1.4,10.03,9302,Diesel,Individual,Manual,Third,20.8,1396,131.3,6
Toyota Innova,2019,0.8,3.9,104859,Electric,Dealer,Manual,Second,26.1,1598,53.3,5
Honda Magnite,2014,1.68,10.16,32154,Diesel,Individual,Manual,Second,12.5,1997,165.5,5
Nissan Nexon,2021,3.55,10.14,108721,Diesel,Individual,Manual,Second,20.4,998,94.4,5
Toyota i20,2019,6.91,18.75,27393,Petrol,Individual,Manual,Third,19.4,1498,166.6,5
Honda Magnite,2009,1.66,6.14,63323,Diesel,Dealer,Manual,First,16.5,2993,151.2,5
Volkswagen Innova,2014,1.64,10.83,111513,Petrol,Dealer,Manual,First,13.0,1197,149.6,7
Renault XUV300,2021,11.46,18.81,39821,Petrol,Individual,Automatic,Second,25.2,2993,173.6,5
Hyundai Magnite,2007,3.33,19.33,56042,Petrol,Individual,Automatic,Third,15.6,1598,136.9,5
Maruti Polo,2009,2.27,19.32,62278,Diesel,Individual,Manual,First,12.1,1498,199.9,5
Toyota Magnite,2014,0.5,9.16,125423,CNG,Individual,Manual,Fourth & Above,12.8,799,170.7,5
Maruti Kwid,2006,1.37,4.13,5159,Petrol,Dealer,Manual,First,19.1,2184,79.5,4
Honda Magnite,2016,2.27,10.01,84742,Petrol,Individual,Automatic,Second,23.2,1997,82.0,6
Maruti i20,2015,2.93,12.27,86298,Diesel,Individual,Manual,First,21.8,1598,118.0,6
Honda Nexon,2021,10.12,20.79,22879,Petrol,Individual,Manual,Third,12.4,998,148.9,4
Hyundai City,2016,3.81,13.98,86976,Diesel,Dealer,Automatic,Second,14.6,1997,131.3,5
Hyundai EcoSport,2011,0.5,11.26,121562,Petrol,Dealer,Manual,Second,16.4,1396,75.1,5
Honda Nexon,2013,2.46,24.06,147176,Diesel,Dealer,Manual,First,25.9,799,177.4,5
Honda EcoSport,2016,1.6,3.89,29771,Petrol,Dealer,Manual,Third,12.4,1997,136.6,5
Maruti EcoSport,2006,3.16,24.86,113759,Diesel,Individual,Manual,Second,12.0,2179,196.3,5
Honda i20,2011,4.35,20.55,64892,Diesel,Individual,Automatic,First,18.7,2184,92.1,5
Mahindra City,2009,2.23,20.84,114155,Petrol,Individual,Manual,Third,18.4,1498,198.6,5
Hyundai City,2010,2.43,12.54,9509,Petrol,Individual,Manual,Third,26.7,2993,57.0,6
Mahindra Nexon,2005,0.86,5.0,64289,Petrol,Individual,Manual,First,17.7,1598,119.8,5
Toyota i20,2018,7.04,18.87,67681,Diesel,Individual,Manual,First,21.4,1997,70.9,5
Toyota Swift,2021,2.34,5.07,52604,Petrol,Dealer,Manual,First,18.8,1199,52.7,5
Honda i20,2011,1.85,13.19,80553,Diesel,Individual,Manual,Third,19.2,2179,166.7,5
Maruti Swift,2015,3.4,12.83,78795,Petrol,Dealer,Manual,First,18.3,2993,62.1,5
Honda City,2013,1.74,10.17,81456,Diesel,Individual,Automatic,First,16.3,1197,126.2,5
Hyundai Kwid,2011,0.71,8.82,124280,Petrol,Dealer,Manual,Second,17.4,2179,155.8,6
Tata Swift,2008,3.39,17.57,78905,Petrol,Individual,Manual,First,13.7,799,185.2,7
Hyundai Innova,2009,3.99,19.85,77659,Petrol,Dealer,Automatic,First,14.1,2184,173.8,5
Maruti City,2021,11.93,19.77,47769,Petrol,Individual,Automatic,Second,23.8,1396,128.5,6
Honda XUV300,2019,11.93,23.68,46620,Diesel,Dealer,Automatic,Second,12.5,1498,52.2,4
Honda City,2012,1.39,10.04,103002,Diesel,Individual,Manual,First,20.4,1396,186.6,5
Hyundai Kwid,2007,1.98,19.5,100725,Petrol,Individual,Manual,Second,22.1,1997,107.6,6
Ford EcoSport,2005,2.96,20.9,113065,Diesel,Individual,Manual,First,22.7,1598,186.0,5
Honda Swift,2015,2.35,9.35,29269,Petrol,Individual,Automatic,Second,12.6,1997,97.3,4
Maruti Nexon,2013,1.1,8.53,37791,Petrol,Individual,Manual,First,19.4,1396,125.7,5
Maruti Nexon,2009,3.82,16.5,74309,Diesel,Individual,Automatic,First,26.8,2179,150.5,5
Maruti Innova,2017,8.1,24.28,15323,Petrol,Dealer,Automatic,Third,21.0,1199,68.5,5
Renault Swift,2015,1.55,4.62,9794,Petrol,Individual,Manual,Second,19.4,998,91.2,5
Honda EcoSport,2012,1.88,17.3,117490,Diesel,Individual,Automatic,Fourth & Above,22.7,1197,70.1,6
Ford Swift,2020,3.98,11.95,146618,Petrol,Dealer,Manual,First,26.5,2993,140.6,7
Honda Swift,2017,1.95,7.62,124645,Diesel,Individual,Manual,First,13.9,799,176.2,5
Toyota Polo,2015,2.44,17.35,131486,Petrol,Dealer,Manual,First,24.8,799,169.8,5
Toyota Kwid,2015,5.14,20.46,51791,Petrol,Individual,Manual,First,15.3,1997,70.2,5
Hyundai Swift,2017,0.95,4.88,124488,Petrol,Individual,Manual,First,14.0,998,131.0,5
Mahindra Polo,2011,1.99,11.52,93094,Petrol,Dealer,Manual,First,14.8,2993,154.8,5
Maruti Magnite,2007,2.4,9.06,81626,Diesel,Individual,Manual,First,23.7,1396,81.3,5
Maruti Polo,2013,3.15,14.35,70263,Petrol,Individual,Manual,First,12.7,1997,95.2,5
